Date,Close,High,Low,Open,Volume,positive,neutral,negative,price_change,price_change_abs,volume_change,returns,ma_5,ma_10,ma_20,price_to_ma_5,price_to_ma_10,price_to_ma_20,volatility_5,volatility_10,target_next_day_change,target_next_day_up,hl_spread,days_since_start,day_of_week
2024-01-03,47.5478401184082,48.16256441258292,47.29895033204464,47.46387785018922,320896000,,,,-0.012435610020651522,0.012435610020651522,-0.21971336449007184,-0.012435610020651522,,,,,,,,,0.009018498391536678,1,0.01816305595349067,0,2
2024-01-04,47.97665023803711,48.478425836176726,47.486866526095774,47.745750186964564,306535000,,,,0.009018498391536678,0.009018498391536678,-0.04475281711208612,0.009018498391536678,,,,,,,,,0.022896778677486074,1,0.020667539420974792,1,3
2024-01-05,49.07516098022461,49.52496157552718,48.284512463803985,48.44044511624241,415039000,,,,0.022896778677486074,0.022896778677486074,0.353969367282692,0.022896778677486074,,,,,,,,,0.06428079997456626,1,0.025276516407619062,2,4
2024-01-08,52.22975158691406,52.251744971780205,49.45698744671696,49.48997371101603,642510000,,,,0.06428079997456626,0.06428079997456626,0.5480713860625146,0.06428079997456626,,,,,,,,,0.016975227940748905,1,0.05350891857895532,5,0
2024-01-09,53.116363525390625,54.300837828077086,51.66700770075754,52.377693807569635,773100000,,,,0.016975227940748905,0.016975227940748905,0.20324975486762842,0.016975227940748905,49.98915328979492,,,1.0625577756331814,,,2.532058701074196,,0.022770030399013708,1,0.04958604001684957,6,1
2024-01-10,54.32582473754883,54.57571354280526,53.465207631237654,53.59215385916433,533796000,,,,0.022770030399013708,0.022770030399013708,-0.30953822273961973,0.022770030399013708,51.344750213623044,,,1.0580599674070443,,,2.7066482597605153,,0.008684457456466621,1,0.02044158403360694,7,2
2024-01-11,54.79761505126953,55.32138406257686,53.53617913526717,54.974538278058645,596759000,,,,0.008684457456466621,0.008684457456466621,0.11795330051180608,0.008684457456466621,52.70894317626953,,,1.039626517800121,,,2.268085379406001,,-0.0020430402901078226,0,0.032578150082616296,8,3
2024-01-12,54.68566131591797,54.94554779007713,54.30583310445503,54.59570119993984,352994000,,,,-0.0020430402901078226,0.0020430402901078226,-0.40848148079878144,-0.0020430402901078226,53.8310432434082,,,1.0158759336809697,,,1.1162822117480118,,0.030561225621564603,1,0.011698033272862455,9,4
2024-01-16,56.3569221496582,56.80971977782299,54.8755828754699,54.99353042144443,449580000,,,,0.030561225621564603,0.030561225621564603,0.27361938163254895,0.030561225621564603,54.65647735595703,,,1.0311114963122636,,,1.1612025893599194,,-0.005835126900777032,0,0.034319420376025964,13,1
2024-01-17,56.028072357177734,56.44588572350219,54.71565657614864,56.32194032226704,474394000,,,,-0.005835126900777032,0.005835126900777032,0.05519373637617342,-0.005835126900777032,55.23881912231445,52.61398620605469,,1.0142880178722802,1.0648893269130435,,0.895443798654473,3.295620694054874,0.018803570919146306,1,0.030881468423960307,14,2
2024-01-18,57.081600189208984,57.574380958680926,56.08204493775271,57.23453202066577,491650000,,,,0.018803570919146306,0.018803570919146306,0.03637482767488631,0.018803570919146306,55.789974212646484,53.567362213134764,,1.0231515786624923,1.0656040885883407,,1.0308615367851113,3.035979107015013,0.04174610666858958,1,0.02614390654749607,15,3
2024-01-19,59.464534759521484,59.47352962695146,57.1995402042503,57.96320025475475,543501000,,,,0.04174610666858958,0.04174610666858958,0.10546323604189967,0.04174610666858958,56.723358154296875,54.7161506652832,,1.0483253582724803,1.0867821298922455,,1.761554187849417,2.8534181611134,0.002739880516575477,1,0.03824110340553957,16,4
2024-01-22,59.62746047973633,60.304161248486004,59.04372065548559,60.0222852098443,452955000,,,,0.002739880516575477,0.002739880516575477,-0.16659766955350586,0.002739880516575477,57.711717987060545,55.77138061523438,,1.0331950348992436,1.0691408357111503,,1.7182562922407387,2.459517879888312,0.0036712986856040075,1,0.021138592568918074,19,0
2024-01-23,59.846370697021484,59.883352989442805,58.558941562294194,59.54350406262355,294654000,,,,0.0036712986856040075,0.0036712986856040075,-0.3494850481835944,0.0036712986856040075,58.4096076965332,56.53304252624512,,1.0245980594143516,1.0586087007299876,,1.738939255800881,2.4199213288174297,0.024869255034638105,1,0.02213018787477661,20,1
2024-01-24,61.3347053527832,62.82104343884221,59.91133896943749,60.2771772992484,560271000,,,,0.024869255034638105,0.024869255034638105,0.9014539086521818,0.024869255034638105,59.470934295654295,57.35487670898438,,1.0313391924845732,1.069389542305047,,1.5287293676000864,2.523937166956075,0.0041557294590144345,1,0.04743977251816517,21,2
2024-01-25,61.589595794677734,62.69110685867125,60.82293482092069,62.32226768072647,482777000,,,,0.0041557294590144345,0.0041557294590144345,-0.13831520817604337,0.0041557294590144345,60.37253341674805,58.08125381469726,,1.0201592066632086,1.0604040331356053,,1.0079010513051552,2.5994397322995937,-0.009510420435168254,0,0.030332591302896523,22,3
2024-01-26,61.00385284423828,61.75552108430859,60.546060183592516,60.93288527775175,390309000,,,,-0.009510420435168254,0.009510420435168254,-0.19153356518641107,-0.009510420435168254,60.680397033691406,58.70187759399414,,1.0053304827647598,1.0392146783815934,,0.8893341247391592,2.465795907144646,0.023496238133132508,1,0.01982597564459088,23,4
2024-01-29,62.43721389770508,62.46120148307655,60.8799082837458,61.20476066386155,348733000,,,,0.023496238133132508,0.023496238133132508,-0.10652073101055826,0.023496238133132508,61.242347717285156,59.477032852172854,,1.0195104568155327,1.0497701533445625,,0.9437224161231003,2.273896129454598,0.004946741847171809,1,0.025326133256385948,26,0
2024-01-30,62.74607467651367,63.46475661496494,62.23230337871972,62.872021892210576,410735000,,,,0.004946741847171809,0.004946741847171809,0.17779217911697498,0.004946741847171809,61.822288513183594,60.1159481048584,,1.0149426070361838,1.0437508956370052,,0.7404786100628972,2.196078553546908,-0.01986484244436293,0,0.0196419177231263,27,1
2024-01-31,61.4996337890625,62.241304333932014,60.673001966523444,61.412670686118,453795000,,,,-0.01986484244436293,0.01986484244436293,0.10483645172678258,-0.01986484244436293,61.85527420043945,60.66310424804688,56.638545227050784,0.9942504432164585,1.013789758229238,1.0858265081231295,0.716617530959793,1.6870391095395771,0.024379534244400203,1,0.02550100335211244,28,2
2024-02-01,62.998966217041016,63.162894734552545,61.622579800424674,62.07237659144927,369146000,,,,0.024379534244400203,0.024379534244400203,-0.18653577055718995,0.024379534244400203,62.13714828491211,61.25484085083008,57.411101531982425,1.0138696086949033,1.028473265818424,1.097330734578324,0.8506386069858355,1.2798639840073107,0.049708924739692684,1,0.02444984460254874,29,3
2024-02-02,66.13057708740234,66.57037619899856,63.661670658163956,63.94554473750389,476578000,,,,0.049708924739692684,0.049708924739692684,0.291028481955649,0.049708924739692684,63.16249313354492,61.92144508361817,58.31879787445068,1.0469912412669016,1.0679753516427177,1.1339495925442247,1.7536247396746898,1.851919792910674,0.04794432124996839,1,0.04398427579106522,30,4
2024-02-05,69.30116271972656,69.4660902448963,67.17510988104948,68.19465284227928,680078000,,,,0.04794432124996839,0.04794432124996839,0.42700250536113704,0.04794432124996839,64.53528289794922,62.888815307617186,59.33009796142578,1.0738492125201298,1.1019632406930189,1.1680608173744058,3.1636717016190827,2.802900834599991,-0.015995478366020333,0,0.033058325054547553,33,0
2024-02-06,68.19265747070312,69.72297479094898,66.27051620023909,69.59902939073692,683111000,,,,-0.015995478366020333,0.015995478366020333,0.004459782554353975,-0.015995478366020333,65.62459945678711,63.72344398498535,60.12824325561523,1.0391325514391452,1.0701345251642522,1.134120236654923,3.3270611814889914,3.02975063126661,0.0274979783283964,1,0.050628010679788185,34,1
2024-02-07,70.06781768798828,70.18876606123138,67.56992874048504,68.28861068517622,495575000,,,,0.0274979783283964,0.0274979783283964,-0.27453225024922745,0.0274979783283964,67.33823623657227,64.59675521850586,60.97581596374512,1.0405353867871807,1.0846956236575032,1.1491083240222495,2.8425972211383206,3.488596984994154,-0.006533587095457705,0,0.03737575119590579,35,2
2024-02-08,69.61002349853516,70.76251053825308,69.42410921812488,70.04282956401794,414422000,,,,-0.006533587095457705,0.006533587095457705,-0.1637552338193008,-0.006533587095457705,68.66044769287109,65.3987979888916,61.74002590179443,1.0138300264209121,1.064393010867858,1.1274699432303281,1.5741643205100888,3.6391376467103655,0.03578383206788738,1,0.019227135013915972,36,3
2024-02-09,72.10093688964844,72.15290809957719,70.18078561335194,70.50164206038677,436637000,,,,0.03578383206788738,0.03578383206788738,0.0536047796690331,0.03578383206788738,69.85451965332031,66.50850639343261,62.605191993713376,1.032158509534914,1.0840859432797012,1.1516766356516979,1.4334970030435688,3.8366435112938455,0.0015940042415072408,1,0.027352244940223293,37,4
